trp_multiplayer_profile_troop_male|multiplayer profile troop male
trp_village_113_elder|村 长 
trp_village_114_elder|村 长 
trp_village_115_elder|村 长 
trp_village_116_elder|村 长 
trp_village_117_elder|村 长 
trp_village_118_elder|村 长 
trp_village_119_elder|村 长 
trp_village_120_elder|村 长 
trp_village_121_elder|村 长 
trp_village_122_elder|村 长 
trp_village_123_elder|村 长 
trp_village_124_elder|村 长 
trp_village_125_elder|村 长 
trp_village_126_elder|村 长 
trp_village_127_elder|村 长 
trp_village_128_elder|村 长 
trp_village_129_elder|村 长 
trp_village_130_elder|村 长 
trp_village_131_elder|村 长 
trp_village_132_elder|村 长 
trp_village_133_elder|村 长 
trp_village_134_elder|村 长 
trp_village_135_elder|村 长 
trp_village_136_elder|村 长 
trp_village_137_elder|村 长 
trp_village_138_elder|村 长 
trp_village_139_elder|村 长 
trp_village_140_elder|村 长 
trp_village_141_elder|村 长 
trp_village_142_elder|村 长 
trp_village_143_elder|村 长 
trp_village_144_elder|村 长 
trp_village_145_elder|村 长 
trp_village_146_elder|村 长 
trp_village_147_elder|村 长 
trp_village_148_elder|村 长 
trp_village_149_elder|村 长 
trp_village_150_elder|村 长 
trp_village_151_elder|村 长 
trp_village_152_elder|村 长 
trp_village_153_elder|村 长 
trp_village_154_elder|村 长 
trp_village_155_elder|村 长 
trp_village_156_elder|村 长 
trp_village_157_elder|村 长 
trp_village_158_elder|村 长 
trp_village_159_elder|村 长 
trp_village_160_elder|村 长 
trp_village_161_elder|村 长 
trp_village_162_elder|村 长 
trp_village_163_elder|村 长 
trp_village_164_elder|村 长 
trp_merchants_end|merchants end 
trp_merchants_end_pl|merchants end 
trp_local_merchant|本 地 商 人 
trp_local_merchant_pl|本 地 商 人 
trp_tax_rebel|造 反 的 农 民 
trp_tax_rebel_pl|造 反 的 农 民 
trp_trainee_peasant|农 民 
trp_trainee_peasant_pl|农 民 
trp_fugitive|紧 张 不 安 的 人 
trp_fugitive_pl|紧 张 不 安 的 人 
trp_belligerent_drunk|闹 事 的 浪 人 
trp_belligerent_drunk_pl|闹 事 的 浪 人 
trp_hired_assassin|职 业 刺 客 
trp_hired_assassin_pl|职 业 刺 客 
trp_fight_promoter|相 貌 粗 野 的 人 
trp_fight_promoter_pl|相 貌 粗 野 的 人 
trp_spy|普 通 的 市 民 
trp_spy_pl|普 通 的 市 民 
trp_spy_partner|不 起 眼 的 市 民 
trp_spy_partner_pl|不 起 眼 的 市 民 
trp_nurse_for_lady|女 仆 
trp_nurse_for_lady_pl|女 仆 
trp_temporary_minister|家 老 
trp_temporary_minister_pl|家 老 
trp_swadian_crossbowman_multiplayer_ai|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_ai_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer_ai|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_ai_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer_ai|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_ai_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer_ai|维 吉 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_ai_pl|维 吉 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer_ai|维 吉 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_ai_pl|维 吉 亚 长 矛 手 
trp_vaegir_horseman_multiplayer_ai|维 吉 亚 骑 手 
trp_vaegir_horseman_multiplayer_ai_pl|维 吉 亚 骑 手 
trp_khergit_dismounted_lancer_multiplayer_ai|鞑 靼 下 马 枪 骑 兵 
trp_khergit_dismounted_lancer_multiplayer_ai_pl|鞑 靼 下 马 枪 骑 兵 
trp_khergit_veteran_horse_archer_multiplayer_ai|鞑 靼 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_ai_pl|鞑 靼 骑 射 手 
trp_khergit_lancer_multiplayer_ai|鞑 靼 枪 骑 兵 
trp_khergit_lancer_multiplayer_ai_pl|鞑 靼 枪 骑 兵 
trp_nord_veteran_multiplayer_ai|诺 德 轻 步 兵 
trp_nord_veteran_multiplayer_ai_pl|诺 德 轻 步 兵 
trp_nord_scout_multiplayer_ai|诺 德 斥 侯 
trp_nord_scout_multiplayer_ai_pl|诺 德 斥 侯 
trp_nord_archer_multiplayer_ai|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_ai_pl|诺 德 弓 箭 手 
trp_rhodok_veteran_crossbowman_multiplayer_ai|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_ai_pl|罗 多 克 弩 手 
trp_rhodok_veteran_spearman_multiplayer_ai|罗 多 克 长 矛 手 
trp_rhodok_veteran_spearman_multiplayer_ai_pl|罗 多 克 长 矛 手 
trp_rhodok_scout_multiplayer_ai|罗 多 克 斥 侯 
trp_rhodok_scout_multiplayer_ai_pl|罗 多 克 斥 侯 
trp_sarranid_infantry_multiplayer_ai|萨 兰 德 步 兵 
trp_sarranid_infantry_multiplayer_ai_pl|萨 兰 德 步 兵 
trp_sarranid_archer_multiplayer_ai|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_ai_pl|萨 兰 德 弓 箭 手 
trp_sarranid_horseman_multiplayer_ai|萨 兰 德 骑 手 
trp_sarranid_horseman_multiplayer_ai_pl|萨 兰 德 骑 手 
trp_swadian_crossbowman_multiplayer|斯 瓦 迪 亚 弩 手 
trp_swadian_crossbowman_multiplayer_pl|斯 瓦 迪 亚 弩 手 
trp_swadian_infantry_multiplayer|斯 瓦 迪 亚 步 兵 
trp_swadian_infantry_multiplayer_pl|斯 瓦 迪 亚 步 兵 
trp_swadian_man_at_arms_multiplayer|斯 瓦 迪 亚 重 骑 兵 
trp_swadian_man_at_arms_multiplayer_pl|斯 瓦 迪 亚 重 骑 兵 
trp_vaegir_archer_multiplayer|维 吉 亚 弓 箭 手 
trp_vaegir_archer_multiplayer_pl|维 吉 亚 弓 箭 手 
trp_vaegir_spearman_multiplayer|维 吉 亚 长 矛 手 
trp_vaegir_spearman_multiplayer_pl|维 吉 亚 长 矛 手 
trp_vaegir_horseman_multiplayer|维 吉 亚 骑 手 
trp_vaegir_horseman_multiplayer_pl|维 吉 亚 骑 手 
trp_khergit_veteran_horse_archer_multiplayer|鞑 靼 骑 射 手 
trp_khergit_veteran_horse_archer_multiplayer_pl|鞑 靼 骑 射 手 
trp_khergit_lancer_multiplayer|鞑 靼 枪 骑 兵 
trp_khergit_lancer_multiplayer_pl|鞑 靼 枪 骑 兵 
trp_nord_archer_multiplayer|诺 德 弓 箭 手 
trp_nord_archer_multiplayer_pl|诺 德 弓 箭 手 
trp_nord_veteran_multiplayer|诺 德 皇 家 侍 卫 
trp_nord_veteran_multiplayer_pl|诺 德 皇 家 侍 卫 
trp_nord_scout_multiplayer|诺 德 斥 侯 
trp_nord_scout_multiplayer_pl|诺 德 斥 侯 
trp_rhodok_veteran_crossbowman_multiplayer|罗 多 克 弩 手 
trp_rhodok_veteran_crossbowman_multiplayer_pl|罗 多 克 弩 手 
trp_rhodok_sergeant_multiplayer|罗 多 克 军 士 
trp_rhodok_sergeant_multiplayer_pl|罗 多 克 军 士 
trp_rhodok_horseman_multiplayer|罗 多 克 骑 手 
trp_rhodok_horseman_multiplayer_pl|罗 多 克 骑 手 
trp_sarranid_archer_multiplayer|萨 兰 德 弓 箭 手 
trp_sarranid_archer_multiplayer_pl|萨 兰 德 弓 箭 手 
trp_sarranid_footman_multiplayer|萨 兰 德 轻 步 兵 
trp_sarranid_footman_multiplayer_pl|萨 兰 德 轻 步 兵 
trp_sarranid_mamluke_multiplayer|萨 兰 德 马 穆 鲁 克 
trp_sarranid_mamluke_multiplayer_pl|萨 兰 德 马 穆 鲁 克 
trp_quick_battle_troop_1|罗 得 里 格 ． 波 拉 冈 卡 
trp_quick_battle_troop_1_pl|罗 得 里 格 ． 波 拉 冈 卡 
trp_quick_battle_troop_2|阿 古 斯 蒂 娜 
trp_quick_battle_troop_2_pl|阿 古 斯 蒂 娜 
trp_quick_battle_troop_3|荷 根 
trp_quick_battle_troop_3_pl|荷 根 
trp_quick_battle_troop_4|肯 拉 德 
trp_quick_battle_troop_4_pl|肯 拉 德 
trp_quick_battle_troop_5|瑟 沃 勒 
trp_quick_battle_troop_5_pl|瑟 沃 勒 
trp_quick_battle_troop_6|波 里 斯 拉 维 
trp_quick_battle_troop_6_pl|波 里 斯 拉 维 
trp_quick_battle_troop_7|斯 塔 罗 斯 
trp_quick_battle_troop_7_pl|斯 塔 罗 斯 
trp_quick_battle_troop_8|佳 玛 拉 
trp_quick_battle_troop_8_pl|佳 玛 拉 
trp_quick_battle_troop_9|埃 瑟 罗 德 
trp_quick_battle_troop_9_pl|埃 瑟 罗 德 
trp_quick_battle_troop_10|塞 尔 拉 
trp_quick_battle_troop_10_pl|塞 尔 拉 
trp_quick_battle_troop_11|阿 罗 格 ． 森 德 纳 尔 
trp_quick_battle_troop_11_pl|阿 罗 格 ． 森 德 纳 尔 
trp_tutorial_fighter_1|初 级 斗 士 
trp_tutorial_fighter_1_pl|初 级 斗 士 
trp_tutorial_fighter_2|初 级 斗 士 
trp_tutorial_fighter_2_pl|初 级 斗 士 
trp_tutorial_fighter_3|正 规 斗 士 
trp_tutorial_fighter_3_pl|初 级 斗 士 
trp_tutorial_fighter_4|资 深 斗 士 
trp_tutorial_fighter_4_pl|初 级 斗 士 
trp_tutorial_archer_1|弓 箭 手 
trp_tutorial_archer_1_pl|弓 箭 手 
trp_tutorial_master_archer|弓 箭 教 练 
trp_tutorial_master_archer_pl|弓 箭 教 练 
trp_tutorial_rider_1|骑 手 
trp_tutorial_rider_2|骑 射 手 
trp_tutorial_master_horseman|骑 术 教 练 
trp_tutorial_master_horseman_pl|骑 术 教 练 
trp_tsu_merchant|当 地 富 商 
trp_hirosaki_merchant|当 地 富 商 
trp_niigata_merchant|当 地 富 商 
trp_edo_merchant|当 地 富 商 
trp_sakai_merchant|当 地 富 商 
trp_hakata_merchant|当 地 富 商 
trp_startup_merchants_end|startup merchants end 
trp_startup_merchants_end_pl|startup merchants end 
trp_rebel_leader|僧 兵 首 领 
trp_rebel_leader_pl|僧 兵 
trp_looter_leader|盗 贼 
trp_looter_leader_pl|劫 匪 
trp_bandit_leaders_end|bandit leaders end 
trp_bandit_leaders_end_pl|bandit leaders end 
trp_relative_of_merchant|商 人 的 兄 弟 
trp_relative_of_merchants_end|relative of merchants end 
trp_relative_of_merchants_end_pl|relative of merchants end 
trp_dplmc_chamberlain|藏 奉 行 
trp_dplmc_chamberlain_pl|藏 奉 行 
trp_dplmc_constable|军 奉 行 
trp_dplmc_constable_pl|军 奉 行 
trp_dplmc_chancellor|总 奉 行 
trp_dplmc_chancellor_pl|总 奉 行 
trp_dplmc_messenger|信 使 
trp_dplmc_messenger_pl|信 使 
trp_dplmc_scout|斥 候 
trp_dplmc_scout_pl|斥 候 
trp_dplmc_recruiter|征 兵 人 
trp_dplmc_recruiter_pl|征 兵 人 
trp_stupid_asshole|战 士 
trp_stupid_asshole_pl|战 士 
trp_republic_citizen|共 和 志 士 
trp_republic_citizen_pl|共 和 志 士 
trp_republic_volunteer|共 和 斗 士 
trp_republic_volunteer_pl|共 和 斗 士 
trp_republic_army|共 和 志 愿 兵 
trp_republic_army_pl|共 和 志 愿 兵 
trp_republic_infantry|共 和 军 步 兵 
trp_republic_infantry_pl|共 和 军 步 兵 
trp_republic_veteran|共 和 军 老 兵 
trp_republic_veteran_pl|共 和 军 老 兵 
trp_republic_guard|共 和 维 新 卫 队 
trp_republic_guard_pl|共 和 维 新 卫 队 
trp_republic_sniper|共 和 狙 击 手 
trp_republic_sniper_pl|共 和 狙 击 手 
trp_fort_troop_2_1|对 马 铁 炮 队 
trp_fort_troop_2_1_pl|对 马 铁 炮 队 
trp_fort_troop_1_1|法 国 步 兵 
trp_fort_troop_1_1_pl|法 国 步 兵 
trp_fort_troop_3_1|英 国 步 兵 
trp_fort_troop_3_1_pl|英 国 步 兵 
trp_fort_troop_4_1|新 选 组 
trp_fort_troop_4_1_pl|新 选 组 
trp_fort_troop_5_1|阿 努 族 足 轻 
trp_fort_troop_5_1_pl|阿 努 族 足 轻 
trp_fort_troop_6_1|阿 努 族 射 手 足 轻 
trp_fort_troop_6_1_pl|阿 努 族 射 手 足 轻 
trp_fort_troop_1_2|法 国 海 军 陆 战 队 
trp_fort_troop_1_2_pl|法 国 海 军 陆 战 队 
trp_fort_troop_2_2|对 马 资 深 铁 炮 队 
trp_fort_troop_2_2_pl|对 马 资 深 铁 炮 队 
trp_fort_troop_3_2|英 国 海 军 陆 战 队 
trp_fort_troop_3_2_pl|英 国 海 军 陆 战 队 
trp_fort_troop_4_2|新 选 组 精 锐 
trp_fort_troop_4_2_pl|新 选 组 精 锐 
trp_fort_troop_5_2|阿 努 族 资 深 足 轻 
trp_fort_troop_5_2_pl|阿 努 族 资 深 足 轻 
trp_fort_troop_6_2|阿 努 族 资 深 射 手 足 轻 
trp_fort_troop_6_2_pl|阿 努 族 资 深 射 手 足 轻 
trp_fort_troops_end|fort troops end 
trp_fort_troops_end_pl|fort troops end 
trp_black_swordsman|黑 剑 士 
trp_black_swordsman_pl|黑 剑 士 
trp_smithy_master|铁 匠 
trp_smithy_master_pl|铁 匠 
trp_assistant_gunner|副 炮 手 
trp_assistant_gunner_pl|副 炮 手 
trp_gekokujo_zhuangnei_villager|庄 内 农 民 
trp_gekokujo_zhuangnei_villager_pl|庄 内 农 民 
trp_gekokujo_zhuangnei_spearman|庄 内 枪 足 轻 
trp_gekokujo_zhuangnei_spearman_pl|庄 内 枪 足 轻 
trp_gekokujo_zhuangnei_skirmisher|庄 内 铁 炮 足 轻 
trp_gekokujo_zhuangnei_skirmisher_pl|庄 内 铁 炮 足 轻 
trp_gekokujo_zhuangnei_trained_spearman|庄 内 枪 徒 士 
trp_gekokujo_zhuangnei_trained_spearman_pl|庄 内 枪 徒 士 
trp_gekokujo_zhuangnei_trained_skirmisher|庄 内 应 征 步 兵 
trp_gekokujo_zhuangnei_trained_skirmisher_pl|庄 内 应 征 步 兵 
trp_gekokujo_zhuangnei_veteran_spearman|庄 内 枪 队 
trp_gekokujo_zhuangnei_veteran_spearman_pl|庄 内 枪 队 
trp_gekokujo_zhuangnei_veteran_skirmisher|庄 内 铁 炮 组 
trp_gekokujo_zhuangnei_veteran_skirmisher_pl|庄 内 铁 炮 组 
trp_gekokujo_zhuangnei_elite_spearman|庄 内 龟 城 队 
trp_gekokujo_zhuangnei_elite_spearman_pl|庄 内 龟 城 队 
trp_gekokujo_zhuangnei_jizamurai|庄 内 藩 士 
trp_gekokujo_zhuangnei_jizamurai_pl|庄 内 藩 士 
trp_gekokujo_zhuangnei_retainer|庄 内 徒 士 番 
trp_gekokujo_zhuangnei_retainer_pl|庄 内 徒 士 番 
trp_gekokujo_zhuangnei_marksman|庄 内 弓 武 士 
trp_gekokujo_zhuangnei_marksman_pl|庄 内 弓 武 士 
trp_gekokujo_zhuangnei_veteran_retainer|庄 内 小 姓 番 
trp_gekokujo_zhuangnei_veteran_retainer_pl|庄 内 小 姓 番 
trp_gekokujo_zhuangnei_mounted_retainer|庄 内 马 回 众 
trp_gekokujo_zhuangnei_mounted_retainer_pl|庄 内 马 回 众 
trp_gekokujo_zhuangnei_samurai_gunner|庄 内 铁 炮 武 士 
trp_gekokujo_zhuangnei_samurai_gunner_pl|庄 内 铁 炮 武 士 
trp_gekokujo_zhuangnei_samurai_archer|庄 内 持 弓 众 
trp_gekokujo_zhuangnei_samurai_archer_pl|庄 内 持 弓 众 
trp_gekokujo_zhuangnei_officer|庄 内 书 院 番 
trp_gekokujo_zhuangnei_officer_pl|庄 内 书 院 番 
trp_gekokujo_zhuangnei_mounted_officer|庄 内 御 马 回 
trp_gekokujo_zhuangnei_mounted_officer_pl|庄 内 御 马 回 
trp_gekokujo_zhuangnei_master_gunner|庄 内 新 整 队 
trp_gekokujo_zhuangnei_master_gunner_pl|庄 内 新 整 队 
trp_gekokujo_zhuangnei_master_archer|庄 内 御 厩 铳 队 
trp_gekokujo_zhuangnei_master_archer_pl|庄 内 御 厩 铳 队 
trp_gekokujo_zhuangnei_hatamoto_cavalry|庄 内 鬼 玄 蕃 队 
trp_gekokujo_zhuangnei_hatamoto_cavalry_pl|庄 内 鬼 玄 蕃 队 
trp_gekokujo_zhuangnei_hatamoto_archer|庄 内 奇 铳 队 
trp_gekokujo_zhuangnei_hatamoto_archer_pl|庄 内 奇 铳 队 
trp_gekokujo_zhuangnei_messenger|庄 内 信 使 
trp_gekokujo_zhuangnei_messenger_pl|庄 内 信 使 
trp_gekokujo_zhuangnei_deserter|庄 内 落 武 者 
trp_gekokujo_zhuangnei_deserter_pl|庄 内 落 武 者 
trp_gekokujo_zhuangnei_prison_guard|庄 内 监 守 
trp_gekokujo_zhuangnei_prison_guard_pl|庄 内 监 守 
trp_gekokujo_zhuangnei_castle_guard|庄 内 小 姓 
trp_gekokujo_zhuangnei_castle_guard_pl|庄 内 小 姓 
trp_gekokujo_xb_spearman|熊 本 农 兵 
trp_gekokujo_xb_spearman_pl|熊 本 农 兵 
trp_gekokujo_xb_skirmisher|熊 本 铁 炮 足 轻 
trp_gekokujo_xb_skirmisher_pl|熊 本 铁 炮 足 轻 
trp_gekokujo_xb_trained_spearman|熊 本 枪 足 轻 
trp_gekokujo_xb_trained_spearman_pl|熊 本 枪 足 轻 
trp_gekokujo_xb_trained_skirmisher|熊 本 铁 炮 徒 士 
trp_gekokujo_xb_trained_skirmisher_pl|熊 本 铁 炮 徒 士 
trp_gekokujo_xb_veteran_spearman|熊 本 农 兵 长 枪 队 
trp_gekokujo_xb_veteran_spearman_pl|熊 本 农 兵 长 枪 队 
trp_gekokujo_xb_veteran_skirmisher|熊 本 藩 直 属 同 心 铁 炮 队 
trp_gekokujo_xb_veteran_skirmisher_pl|熊 本 藩 直 属 同 心 铁 炮 队 
trp_gekokujo_xb_elite_spearman|熊 本 藩 直 属 同 心 长 枪 队 
trp_gekokujo_xb_elite_spearman_pl|熊 本 藩 直 属 同 心 长 枪 队 
trp_gekokujo_xb_retainer|熊 本 徒 士 番 
trp_gekokujo_xb_retainer_pl|熊 本 徒 士 番 
trp_gekokujo_xb_marksman|熊 本 铁 炮 众 
trp_gekokujo_xb_marksman_pl|熊 本 铁 炮 众 
trp_gekokujo_xb_veteran_retainer|熊 本 小 姓 番 
trp_gekokujo_xb_veteran_retainer_pl|熊 本 小 姓 番 
trp_gekokujo_xb_mounted_retainer|熊 本 马 回 众 
trp_gekokujo_xb_mounted_retainer_pl|熊 本 马 回 众 
trp_gekokujo_xb_samurai_gunner|熊 本 铁 炮 武 士 
trp_gekokujo_xb_samurai_gunner_pl|熊 本 铁 炮 武 士 
trp_gekokujo_xb_samurai_archer|熊 本 弓 矢 队 
trp_gekokujo_xb_samurai_archer_pl|熊 本 弓 矢 队 
trp_gekokujo_xb_officer|熊 本 书 院 番 
trp_gekokujo_xb_officer_pl|熊 本 书 院 番 
trp_gekokujo_xb_mounted_officer|熊 本 御 马 回 
trp_gekokujo_xb_mounted_officer_pl|熊 本 御 马 回 
trp_gekokujo_xb_master_gunner|熊 本 常 备 小 铳 队 
trp_gekokujo_xb_master_gunner_pl|熊 本 常 备 小 铳 队 
trp_gekokujo_xb_master_archer|熊 本 持 弓 众 
trp_gekokujo_xb_master_archer_pl|熊 本 持 弓 众 
trp_gekokujo_xb_hatamoto_cavalry|熊 本 旗 本 众 
trp_gekokujo_xb_hatamoto_cavalry_pl|熊 本 旗 本 众 
trp_gekokujo_xb_hatamoto_archer|熊 本 法 式 常 备 大 队 
trp_gekokujo_xb_hatamoto_archer_pl|熊 本 法 式 常 备 大 队 
trp_gekokujo_xb_messenger|熊 本 信 使 
trp_gekokujo_xb_messenger_pl|熊 本 信 使 
trp_gekokujo_xb_deserter|熊 本 落 武 者 
trp_gekokujo_xb_deserter_pl|熊 本 落 武 者 
trp_gekokujo_xb_prison_guard|熊 本 监 守 
trp_gekokujo_xb_prison_guard_pl|熊 本 监 守 
trp_gekokujo_xb_castle_guard|熊 本 小 姓 
trp_gekokujo_xb_castle_guard_pl|熊 本 小 姓 
trp_gekokujo_wz_spearman|尾 张 农 兵 
trp_gekokujo_wz_spearman_pl|尾 张 农 兵 
trp_gekokujo_wz_skirmisher|尾 张 铁 炮 足 轻 
trp_gekokujo_wz_skirmisher_pl|尾 张 铁 炮 足 轻 
trp_gekokujo_wz_trained_spearman|尾 张 枪 足 轻 
trp_gekokujo_wz_trained_spearman_pl|尾 张 枪 足 轻 
trp_gekokujo_wz_trained_skirmisher|尾 张 老 练 铁 炮 足 轻 
trp_gekokujo_wz_trained_skirmisher_pl|尾 张 老 练 铁 炮 足 轻 
trp_gekokujo_wz_veteran_spearman|尾 张 正 气 队 
trp_gekokujo_wz_veteran_spearman_pl|尾 张 正 气 队 
trp_gekokujo_wz_veteran_skirmisher|尾 张 铁 炮 组 
trp_gekokujo_wz_veteran_skirmisher_pl|尾 张 铁 炮 组 
trp_gekokujo_wz_elite_skirmisher|尾 张 草 薙 队 
trp_gekokujo_wz_elite_skirmisher_pl|尾 张 草 薙 队 
trp_gekokujo_wz_retainer|尾 张 风 囊 党 同 心 
trp_gekokujo_wz_retainer_pl|尾 张 风 囊 党 同 心 
trp_gekokujo_wz_marksman|尾 张 金 铁 党 
trp_gekokujo_wz_marksman_pl|尾 张 金 铁 党 
trp_gekokujo_wz_veteran_retainer|尾 张 风 囊 党 徒 士 
trp_gekokujo_wz_veteran_retainer_pl|尾 张 风 囊 党 徒 士 
trp_gekokujo_wz_mounted_retainer|尾 张 磅 礴 队 
trp_gekokujo_wz_mounted_retainer_pl|尾 张 磅 礴 队 
trp_gekokujo_wz_samurai_gunner|尾 张 集 义 队 铁 炮 手 
trp_gekokujo_wz_samurai_gunner_pl|尾 张 集 义 队 铁 炮 手 
trp_gekokujo_wz_samurai_archer|尾 张 集 义 队 
trp_gekokujo_wz_samurai_archer_pl|尾 张 集 义 队 
trp_gekokujo_wz_officer|尾 张 风 囊 党 小 姓 
trp_gekokujo_wz_officer_pl|尾 张 风 囊 党 小 姓 
trp_gekokujo_wz_mounted_officer|尾 张 精 锐 队 
trp_gekokujo_wz_mounted_officer_pl|尾 张 精 锐 队 
trp_gekokujo_wz_master_gunner|尾 张 磅 礴 队 铁 炮 手 
trp_gekokujo_wz_master_gunner_pl|尾 张 磅 礴 队 铁 炮 手 
trp_gekokujo_wz_master_archer|尾 张 兰 学 调 训 队 
trp_gekokujo_wz_master_archer_pl|尾 张 兰 学 调 训 队 
trp_gekokujo_ss_retainer|松 山 徒 士 番 
trp_gekokujo_ss_retainer_pl|松 山 徒 士 番 
trp_gekokujo_ss_marksman|松 山 铁 炮 众 
trp_gekokujo_ss_marksman_pl|松 山 铁 炮 众 
trp_gekokujo_ss_veteran_retainer|松 山 小 姓 番 
trp_gekokujo_ss_veteran_retainer_pl|松 山 小 姓 番 
trp_gekokujo_ss_mounted_retainer|松 山 马 回 众 
trp_gekokujo_ss_mounted_retainer_pl|松 山 马 回 众 
trp_gekokujo_ss_samurai_gunner|松 山 铁 炮 武 士 
trp_gekokujo_ss_samurai_gunner_pl|松 山 铁 炮 武 士 
trp_gekokujo_ss_samurai_archer|松 山 持 弓 众 
trp_gekokujo_ss_samurai_archer_pl|松 山 持 弓 众 
trp_gekokujo_ss_officer|松 山 书 院 番 
trp_gekokujo_ss_officer_pl|松 山 书 院 番 
trp_gekokujo_ss_mounted_officer|松 山 御 马 回 众 
trp_gekokujo_ss_mounted_officer_pl|松 山 御 马 回 众 
trp_gekokujo_ss_master_gunner|松 山 老 练 铁 炮 武 士 
trp_gekokujo_ss_master_gunner_pl|松 山 老 练 铁 炮 武 士 
trp_gekokujo_ss_master_archer|松 山 老 练 持 弓 众 
trp_gekokujo_ss_master_archer_pl|松 山 老 练 持 弓 众 
trp_gekokujo_ss_spearman|松 山 农 兵 队 
trp_gekokujo_ss_spearman_pl|松 山 农 兵 队 
trp_gekokujo_ss_skirmisher|松 山 铁 炮 农 兵 
trp_gekokujo_ss_skirmisher_pl|松 山 铁 炮 农 兵 
trp_gekokujo_ss_trained_spearman|松 山 枪 足 轻 
trp_gekokujo_ss_trained_spearman_pl|松 山 枪 足 轻 
trp_gekokujo_ss_trained_skirmisher|松 山 铁 炮 足 轻 
trp_gekokujo_ss_trained_skirmisher_pl|松 山 铁 炮 足 轻 
trp_gekokujo_ss_veteran_spearman|松 山 老 练 枪 足 轻 
trp_gekokujo_ss_veteran_spearman_pl|松 山 老 练 枪 足 轻 
trp_gekokujo_ss_veteran_skirmisher|松 山 老 练 铁 炮 足 轻 
trp_gekokujo_ss_veteran_skirmisher_pl|松 山 老 练 铁 炮 足 轻 
trp_gekokujo_ss_elite_spearman|松 山 老 练 枪 足 轻 
trp_gekokujo_ss_elite_spearman_pl|松 山 老 练 枪 足 轻 
trp_gekokujo_yg_spearman|彦 根 农 兵 
trp_gekokujo_yg_spearman_pl|彦 根 农 兵 
trp_gekokujo_yg_skirmisher|彦 根 铁 炮 农 兵 
trp_gekokujo_yg_skirmisher_pl|彦 根 铁 炮 农 兵 
trp_gekokujo_yg_trained_spearman|彦 根 枪 足 轻 
trp_gekokujo_yg_trained_spearman_pl|彦 根 枪 足 轻 
trp_gekokujo_yg_trained_skirmisher|彦 根 铁 炮 足 轻 
trp_gekokujo_yg_trained_skirmisher_pl|彦 根 铁 炮 足 轻 
trp_gekokujo_yg_veteran_spearman|彦 根 枪 徒 士 
trp_gekokujo_yg_veteran_spearman_pl|彦 根 枪 徒 士 
trp_gekokujo_yg_veteran_skirmisher|彦 根 铁 炮 徒 士 
trp_gekokujo_yg_veteran_skirmisher_pl|彦 根 铁 炮 徒 士 
trp_gekokujo_yg_elite_skirmisher|彦 根 小 铳 队 
trp_gekokujo_yg_elite_skirmisher_pl|彦 根 小 铳 队 
trp_gekokujo_yg_retainer|彦 根 徒 士 番 
trp_gekokujo_yg_retainer_pl|彦 根 徒 士 番 
trp_gekokujo_yg_marksman|彦 根 弓 武 士 
trp_gekokujo_yg_marksman_pl|彦 根 弓 武 士 
trp_gekokujo_yg_veteran_retainer|彦 根 小 姓 番 
trp_gekokujo_yg_veteran_retainer_pl|彦 根 小 姓 番 
trp_gekokujo_yg_mounted_retainer|彦 根 马 回 众 
trp_gekokujo_yg_mounted_retainer_pl|彦 根 马 回 众 
trp_gekokujo_yg_samurai_gunner|彦 根 铁 炮 众 
trp_gekokujo_yg_samurai_gunner_pl|彦 根 铁 炮 众 
trp_gekokujo_yg_samurai_archer|彦 根 持 弓 众 
trp_gekokujo_yg_samurai_archer_pl|彦 根 持 弓 众 
trp_gekokujo_yg_officer|彦 根 书 院 番 
trp_gekokujo_yg_officer_pl|彦 根 书 院 番 
trp_gekokujo_yg_mounted_officer|彦 根 骑 马 徒 
trp_gekokujo_yg_mounted_officer_pl|彦 根 骑 马 徒 
trp_gekokujo_yg_master_gunner|彦 根 精 锐 铁 炮 众 
trp_gekokujo_yg_master_gunner_pl|彦 根 精 锐 铁 炮 众 
trp_gekokujo_yg_master_archer|彦 根 精 锐 持 弓 众 
trp_gekokujo_yg_master_archer_pl|彦 根 精 锐 持 弓 众 
trp_gekokujo_yg_hatamoto_cavalry|彦 根 井 伊 赤 备 队 
trp_gekokujo_yg_hatamoto_cavalry_pl|彦 根 井 伊 赤 备 队 
trp_gekokujo_yg_hatamoto_archer|彦 根 洋 式 铳 兵 队 
trp_gekokujo_yg_hatamoto_archer_pl|彦 根 洋 式 铳 兵 队 
trp_gekokujo_yg_messenger|彦 根 信 使 
